La,Ce,Pr,Nd,Sm,Y,Ca,Zr,Mg,Ni,Co,Al,Mn,Zn,Cr,Temp,cap,iziritsu,density,Pd80_04,Pd80_05
0.016426103,0.009372193,0.005030089,0.029734649,0.186501719,0.043402667,0.055186023,0.055289032,0.090351612,4.959338119,0.036900611,0.343215428,0.068874013,0.028884261,0.068810406,160.6932999,543.1382313,1.69406238,15.63463255,0.435362152,0.098737177
0.158023535,0.097802852,0.004672811,0.202010699,0.169611156,0.096325252,0.033655533,0.026755625,0.047700162,2.870172674,0.083418813,0.222733837,0.009968667,0.066190817,0.030067906,1474.005978,202.4687883,1.430382646,12.26475532,0.090286749,0.188684783
0.060863426,0.048848665,0.094295441,0.100174285,0.689095334,0.086310086,0.061633361,0.014865944,0.052712122,4.8177797,0.018169072,0.279986141,0.036764186,0.095535989,0.014049078,1375.137879,208.6597291,1.395278185,11.93738368,0.322152859,0.944175292
0.264253543,0.045567842,0.057226061,0.066385921,0.257887661,0.082499368,0.054049004,0.038968505,0.102791087,6.207934851,0.020025241,0.088229643,0.09364746,0.079038939,0.001904314,511.9866998,314.5292804,1.081828085,14.38925116,0.120861428,0.037563059
0.543548509,0.070660516,0.066921537,0.090451994,0.027960393,0.012762384,0.611825222,0.07010412,0.170758684,3.265022076,0.033121355,0.285918285,0.054368979,0.055973063,0.07189609,1590.46093,542.778274,1.828023434,1.712896008,0.064398692,0.052054307
0.265312241,0.052634826,0.071999138,0.188114601,0.009488393,0.074421235,0.233607374,0.007830691,0.271331864,2.09997828,0.079413491,0.00369447,0.071947356,0.078419121,0.030270336,193.7454545,330.6878407,0.1106916,9.305176253,0.420373278,0.136257713
0.054339123,0.101198401,1.082662282,0.030815097,0.014523369,0.062268435,0.319223704,0.078288669,0.112449278,6.690320578,0.061115612,0.001782976,0.080298281,0.069058798,0.093043831,581.4390818,61.49460004,1.067299697,4.331501561,0.697619293,0.552707652
0.840427875,0.030793531,0.014343565,0.092380382,0.024271573,0.039271286,0.078407474,0.079409873,0.274375231,3.278258811,0.022030646,0.111727743,0.09627759,0.042972626,0.074111223,1613.609826,285.2350053,0.836677978,2.413859505,0.045713675,0.195249076
0.132427008,0.027054026,0.053168186,0.046215215,0.697965174,0.090952856,0.276220473,0.112302095,0.163450485,2.664713622,0.079282555,0.084841684,0.023655301,0.077518224,0.076499913,842.2484002,341.0595934,1.78680059,9.267296737,1.303350484,0.168561293
0.115671567,0.053593177,0.016023321,0.030859516,1.597413398,0.070699163,0.096863902,0.060329694,0.030385385,0.589031924,0.096420976,0.166336883,0.096410015,0.022465185,0.086942143,892.5800347,286.0274216,0.7047667,3.048884959,0.185258654,0.575944294
0.027927635,0.077014524,0.09076374,0.001849677,0.294087177,0.076394139,0.021509958,0.108095877,0.089402515,1.16650077,0.034765611,0.233111471,0.029665614,0.094859015,0.05900248,2171.533428,299.0634229,0.899998808,10.50412641,0.078254403,1.791816619
0.148074364,0.065136434,0.090649644,0.034105725,0.654144279,0.011741007,0.04324559,0.00931173,0.262220933,2.217442374,0.013948612,0.198767759,0.064197446,0.00140813,0.092876396,1460.085132,623.3093969,0.732061029,10.22920866,0.046335422,0.086500297
0.962353534,0.041534607,0.082359319,0.016512138,0.040619716,0.087451556,0.128501987,0.022065794,0.341225404,4.713005225,0.011983011,0.081095126,0.069276208,0.078100811,0.040281131,1098.295246,217.0907044,0.91566398,12.2864274,0.273272951,0.696046981
0.094362585,0.118062494,0.01191437,0.945158495,0.022283504,0.085372,0.171782939,0.0513502,0.248820734,4.886361021,0.019384861,0.058547422,0.038060094,0.061873859,0.098961906,1847.037209,416.4914269,0.614857315,2.833721916,0.626112514,0.851290584
0.203181252,0.043782727,0.098662552,0.083110766,0.609361478,0.075682965,0.263934491,0.024427489,0.276633013,2.8004361,0.065644166,0.189784549,0.032830874,0.076563063,0.057580956,1038.811055,391.1997531,0.161066665,14.05855987,0.33223786,0.713250192
0.168674209,0.04326388,0.03104797,0.078252725,1.473947572,0.031821079,0.067296802,0.096225485,0.063763004,6.306800329,0.03569449,0.081494706,0.032054017,0.074914179,0.105201241,1467.501472,578.4917724,0.245275444,0.91179006,0.233736307,0.18432591
0.427940193,0.087219118,0.073600699,0.08838344,0.583279489,0.019926885,0.046719445,0.006409592,0.04589196,5.050078509,0.092437583,0.408607711,0.071237627,0.064618233,0.005668329,1050.682527,517.4865691,1.497398956,15.19978042,0.103621087,0.117345183
0.355515904,0.013146682,0.007880214,0.045087861,0.085100881,0.014398327,0.663507552,0.098553783,0.712817451,4.002339136,0.06730117,0.060661189,0.06862832,0.094766747,0.057970362,1720.453916,110.3587868,1.035536724,8.943054288,0.109411171,0.101135516
0.5159104,0.028938281,0.008454387,0.038908024,0.073903159,0.090669556,0.208705361,0.054512675,0.516302732,5.761275313,0.024835416,0.027221185,0.019553543,0.016422474,0.053384309,158.6413223,221.2664023,0.352951055,0.893779133,0.12587082,0.25170877
0.081620063,0.085986631,0.07602972,0.072844038,0.366531668,0.05301309,0.097763724,0.013639078,0.066590437,0.916407135,0.029981934,0.36799921,0.074263364,0.059440055,0.048849386,554.0462841,556.5730429,0.342598451,11.47936284,0.594975438,0.418653898
0.306194431,0.077119002,0.087174989,0.086966586,1.464479377,0.077424154,0.09934337,0.016477423,0.041082412,0.567211888,0.034298925,0.230270998,0.007216161,0.016534413,0.025136287,743.5498701,369.1118029,0.193060377,2.351928915,0.080794816,0.387581432
0.099180245,0.033341459,0.057005024,0.387223542,0.287348914,0.092871934,0.210672226,0.077791752,0.242942917,5.493139312,0.040835713,0.337994306,0.012150236,0.095172038,0.082164058,1027.593865,274.8254091,1.467220287,11.8396162,0.17916273,0.364603222
1.007420665,0.042494447,0.065864199,0.030158716,0.065175177,0.022233266,0.043147189,0.09617615,0.254223148,5.883929377,0.055409815,0.327421411,0.071476486,0.063674969,0.094384968,852.7402213,242.4760843,1.184343764,4.965458937,0.128947701,0.151238263
0.006912629,0.041752639,0.05123189,0.070919934,0.209359684,0.031260587,0.085024245,0.045727312,0.065633592,1.107225561,0.043433215,0.152094951,0.081902316,0.071885314,0.006616046,1604.005422,487.3020838,1.081049999,6.979033432,0.227456028,0.562181641
0.697235975,0.063114706,0.087404837,0.009122825,0.02892211,0.056628986,0.555646411,0.032381914,0.340213583,4.906261947,0.039042819,0.087909636,0.022907779,0.051235508,0.015625349,1695.534706,505.2376539,0.744979747,2.520492008,0.066275282,0.017105951
0.266200749,0.072601876,0.042830451,0.002488799,1.557967101,0.0249286,0.051242473,0.044126355,0.063363827,2.262418791,0.065504589,0.209194559,0.091166087,0.085660978,0.101785963,1281.875492,559.922513,0.786070199,11.81004392,0.240993451,0.157194273
0.313185377,0.084904092,0.079016674,0.091089275,0.085679164,0.08434119,0.45989868,0.099071388,0.621502966,1.457748152,0.064953205,0.095080429,0.017748557,0.042088845,0.084207157,924.3470594,267.0468306,0.992183079,6.157413562,0.996426571,0.32793898
0.427788087,0.018261273,0.000928877,0.019332306,0.798496233,0.010301657,0.08531363,0.086018797,0.068143514,4.592509655,0.07345788,0.543174184,0.080160426,0.07619285,0.01937749,1307.479191,562.1722189,0.59234464,1.333302287,0.289185991,0.2929294
0.156240339,0.068996381,0.075768518,0.06541708,0.205140016,0.080219623,0.609615763,0.055974678,0.326761721,6.875903715,0.067562919,0.05717832,0.018507797,0.052713425,0.054019102,1459.722751,82.65862996,1.370047352,10.57036603,0.226148659,0.11771765
0.354733882,0.022106542,0.0381976,0.240484391,0.08761373,0.040205217,0.114518424,0.079769027,0.393599205,4.506601691,0.067088363,0.028930149,0.07033544,0.063211534,0.081144464,42.09356645,161.0992349,1.613268225,7.155045225,0.106941304,0.173303289
0.106178727,0.04467292,0.079208071,0.445375399,0.468132137,0.079523028,0.086005291,0.019368815,0.180707198,6.388481254,0.076243384,0.031038163,0.010612344,0.093964138,0.036241581,1091.18886,476.5445919,1.517204766,10.28451928,0.628398992,1.134685474
0.092849421,0.037515848,0.857953772,0.029108076,0.012682834,0.093432589,0.201865905,0.053878709,0.267542277,2.232606894,0.036595504,0.082885108,0.098742052,0.018837026,0.026743003,825.87286,746.7118644,0.197428996,7.216372869,0.160448275,0.297228496
0.334252118,0.095705425,0.088944831,0.073424799,0.183834623,0.014091938,0.080327855,0.087912016,0.185983195,1.49484701,0.046422789,0.061468575,0.011457178,0.049634042,0.039992979,1496.928177,182.3148314,0.438882132,2.227259314,0.126636332,0.108301744
0.590568019,0.004772772,0.029590229,0.019097537,0.05003249,0.036791764,1.064466646,0.024490422,0.338070494,3.325240526,0.091927849,0.084155235,0.016858431,0.065367177,0.064160688,180.1188432,358.6976015,0.269080138,2.954041228,0.046334598,0.083763185
0.031700113,0.023804249,0.046917196,0.87854793,0.081711614,0.079436392,0.329206312,0.072433923,0.252125804,1.549453015,0.077471761,0.013529917,0.055461869,0.034509505,0.078209792,2072.405386,472.6380913,0.36718828,0.473438584,0.347475688,1.122771966
0.588345754,0.04258108,0.06614848,0.099877584,0.17465362,0.022877047,0.334587869,0.051809226,0.5060074,4.962120966,0.038104982,0.095373577,0.058397695,0.040844626,0.043764016,1172.323164,359.4605111,1.74542917,12.14818126,0.230427051,0.167252765
0.486091102,0.00930465,0.057672405,0.076525917,0.078817327,0.01037675,0.277153441,0.087780284,0.211094564,0.485488446,0.052663904,0.053273376,0.046847222,0.001042676,0.064238618,847.0506442,738.2353513,1.196528375,9.234540946,0.270428934,0.163635174
0.345399442,0.095302509,0.089913077,0.054569595,0.698704532,0.074829418,0.271626954,0.091291805,0.244989421,7.123309711,0.046473629,0.093309625,0.021219067,0.138888703,0.099198312,1321.919684,254.2761588,1.536351684,3.384092751,0.527281975,0.634554024
0.591826461,0.097659855,0.04115412,0.038323487,0.071463448,0.065794074,0.421121763,0.074511244,0.159749656,2.52355638,0.061611519,0.034268001,0.097712279,0.089642493,0.077073848,1910.604733,471.9958344,1.03857962,7.496303404,0.229141362,0.354849285
0.075313669,0.076311548,0.037373897,0.655345265,0.381858001,0.015626044,0.083982559,0.005073995,0.239677589,3.529689119,0.057966764,0.25262569,0.056758796,0.078376863,0.053395306,2021.999281,78.45327863,1.194018324,1.33453123,0.156791541,0.095554037
0.081796777,0.003170696,0.09621266,0.080988775,0.006883585,0.070730731,0.398041399,0.094366853,0.072510121,1.007420507,0.057356213,0.064714848,0.063968406,0.030831488,0.069860648,936.7651523,459.7076172,0.134155319,1.010394963,0.06907278,0.096537306
0.078955117,0.058288156,0.018893109,0.994089801,0.095699311,0.066697001,0.075053503,0.092368951,0.106145886,2.381043592,0.007343254,0.073459861,0.022718102,0.033626858,0.055265183,1455.223954,303.7371337,1.781658026,8.491222355,0.483725244,0.879436189
0.212043158,0.039802756,0.049958204,0.02221668,0.338232649,0.077052805,0.09144096,0.041566991,0.074706205,1.349127318,0.0086349,0.28227431,0.012054728,0.027339849,0.009937244,613.956393,599.7255251,1.204522731,11.65058637,0.13053827,0.155957771
0.249157803,0.042768841,0.043436451,0.040989382,0.015494334,0.094802318,0.108015748,0.089980825,0.270523723,3.289172944,0.003674067,0.092491386,0.021130702,0.00415776,0.021098629,187.0494894,373.9606327,1.784800727,7.712344288,0.17240493,0.144076689
0.913273772,0.002977577,0.034663945,0.012882744,0.093988627,0.036170124,0.177154712,0.085259423,0.465899327,4.277110228,0.093719794,0.06337466,0.064360339,0.026699972,0.04526496,550.905625,483.9847094,0.259539252,12.38038401,0.065934957,0.089043098
0.725490393,0.057429755,0.090280466,0.077710349,0.017931736,0.094263396,0.075670552,0.009555139,0.268989803,3.524468496,0.600385082,0.093920777,0.059357347,0.04912321,0.093462846,486.9517038,344.5943032,0.585748207,14.14648855,0.075080377,0.231708095
0.048701596,0.051635724,0.084736223,0.252652652,0.029214054,0.066721368,0.172655053,0.007388659,0.299804749,0.737556361,0.074541264,0.023702292,0.09523941,0.066884091,0.032356563,2004.589268,427.1496674,0.673955227,10.38502315,0.165150405,1.503696769
0.951116479,0.031506581,0.023079796,0.071106265,0.062406219,0.047822304,0.091014887,0.02366383,0.195361047,5.334540263,0.045791042,0.081722206,0.066201009,0.01487629,0.089665767,334.71256,634.0983652,0.60613429,7.887997353,0.19481248,0.268880174
0.533937277,0.080279074,0.044105946,0.080754281,0.072581395,0.062670249,0.095020678,0.055042391,0.188529531,0.637451562,0.029207437,0.18552914,0.076607209,0.078295865,0.061667736,489.6733691,240.6514359,1.105391475,7.394788201,0.076822015,0.21451816
0.747236939,0.04931174,0.009252909,0.040040643,0.023689571,0.058759076,0.105702605,0.057430526,0.198509512,3.5366155,0.095508665,0.08295884,0.095120537,0.055914779,0.029086112,1245.698992,526.6840296,0.548457084,5.655646994,0.266035405,0.949063956
0.557940812,0.06789429,0.040984323,0.057527088,0.05664187,0.058464486,0.12092731,0.067552005,0.327096679,4.005093564,0.025753026,0.061658724,0.00456082,0.039898079,0.052817797,455.4926294,139.7657073,1.66477675,5.682070656,0.240885714,0.145310872
0.123620361,0.010119084,0.015368162,0.024389075,0.039919379,0.058585598,0.117567314,0.073183491,0.032729853,3.739353268,0.006034807,0.090267941,0.063869841,0.089521007,0.076809404,2003.075847,323.3969585,0.577851336,1.760684452,0.141449966,0.064746552
0.130381543,0.056833534,0.048494662,0.023262736,0.424071425,0.0873314,0.032552846,0.035532796,0.028410509,4.373270745,0.058222827,0.092341873,0.015671322,0.097906723,0.019274492,1781.492925,455.255624,0.168520755,16.77014872,0.175473885,0.330401658
0.345138114,0.025632299,0.027027526,0.73495924,0.25587878,0.003070158,0.037302071,0.080298135,0.059501221,3.973004265,0.096962164,0.026873507,0.075825932,0.007138863,0.193830799,98.98208904,164.8950122,0.179620596,16.24481031,0.157054342,0.18422553
0.220698901,0.032446963,0.518184622,0.156822079,0.048104787,0.058004907,0.07008083,0.096844772,0.121807203,0.113013028,0.035627477,0.392322617,0.072080732,0.082598884,0.037815927,449.8294024,677.223735,1.238307478,6.206835309,0.080455364,0.114539564
0.309504423,0.018976811,0.018782248,0.017374466,0.067818735,0.081252713,0.238811737,0.036268101,0.324345542,3.9045153,0.042666191,0.096667689,0.014379479,0.005837514,0.036654557,1290.057633,203.6976308,1.008207622,14.19032232,0.076862502,0.175101603
0.088828323,0.070180256,0.094206383,1.180736091,0.020279929,0.014902074,0.223138192,0.080870291,0.306663845,6.654345574,0.077918719,0.035745689,0.075374927,0.043988827,0.067913099,830.7848055,59.66840512,1.033668253,3.952678536,0.719929648,0.406927134
0.63213566,0.033886578,0.061035955,0.029559253,0.100551749,0.00759132,0.216063941,0.018975402,0.312027617,3.168651824,0.071158749,0.186114372,0.068030572,0.063195868,0.036909634,925.1448404,122.894277,0.37487749,6.27103583,0.193407112,0.253222363
0.077208483,0.013406092,0.082935388,0.010632779,0.234975318,0.099028414,0.03843631,0.065253968,0.020283669,4.09275434,0.088269949,0.205561177,0.055365237,0.065617302,0.086398652,713.1472792,601.3227913,0.348623839,14.38785829,0.018638638,0.524105684
0.914836567,0.022346115,0.099872038,0.021742256,0.087743997,0.034985842,0.07104902,0.040130823,0.282698756,4.49507058,0.032253505,0.342723355,0.032403761,0.003079157,0.065474837,1744.507559,174.3816671,0.114974669,10.00337294,0.10328061,0.213079336
0.078904318,0.032879797,0.036916671,0.01814204,0.987320137,0.004464719,0.0937226,0.05470515,0.025398276,2.691498969,0.093767729,0.269945957,0.004101427,0.049557905,0.057403062,1940.34144,537.0188467,1.520552152,9.900160673,0.219979642,0.423407017
0.099453864,0.036728044,0.056734868,0.036375592,0.177247129,0.026593634,0.089544855,0.095506152,0.141606711,6.445188752,0.078509775,0.260474552,0.052475764,0.006785143,0.049997684,364.7940382,202.9581075,1.094662514,11.89122246,0.358060394,0.283156748
0.373076989,0.046709229,0.054577376,0.064154794,0.025443628,0.084704999,0.107821404,0.019321055,0.360991659,3.495681024,0.004167163,0.062346761,0.072898136,0.008936077,0.082280042,1571.335039,347.6537408,0.325819988,1.10070005,0.085294701,0.575417724
0.505878386,0.070526882,0.075450524,0.044970171,0.030111548,0.055027704,0.210430659,0.074550444,0.110243796,3.669549039,0.067624196,0.097043438,0.102804015,0.046038958,0.076058614,604.4089385,211.806971,0.289132329,3.452771151,0.101973627,0.195890777
0.357332445,0.0733918,0.060498949,0.035864225,0.048246742,0.028408207,0.089953681,0.059299995,0.019075556,3.247757136,0.089839732,0.395890731,0.012483069,0.026286641,0.08749032,847.7389782,87.94203322,1.712792824,13.99266452,0.28493866,0.386291858
0.003953999,0.044040896,0.009495371,0.03134547,1.277114306,0.052180298,0.051523996,0.036596723,0.018527389,5.630026552,0.030415866,0.388755548,0.097971051,0.014893375,0.033869223,168.5375226,413.7476125,0.677202186,12.66341127,0.148268425,0.356831679
0.471602425,0.070978813,0.045634088,0.00273593,0.015362587,0.001854633,0.124077744,0.004157874,0.422723372,3.857132643,0.080944691,0.10954557,0.058862261,0.056701007,0.032024419,1437.461959,267.5888686,0.145671755,10.14763776,0.161228988,0.153161451
0.842641865,0.03156454,0.005632304,0.031956981,0.007743202,0.002622847,0.244873997,0.069686096,0.061241381,3.485590348,0.027514969,0.027014674,0.097236854,0.047677032,0.057420008,274.5277185,197.3181875,0.254526109,8.654143685,0.113960996,0.171831613
0.69191743,0.035428337,0.073843766,0.06676064,0.064121371,0.061317357,0.090331074,0.04563658,0.352844495,3.242110798,0.095014502,0.096373093,0.071686467,0.094656438,0.064542236,741.072859,828.958126,1.603302115,7.973432487,0.091878211,0.120251251
0.244474888,0.097986585,0.03606428,0.069201422,0.043614213,0.082776474,0.521186272,0.023479514,0.080548895,0.928192737,0.093764797,0.055289718,0.088322482,0.043644353,0.090483374,1203.04732,523.7719803,0.085574838,8.364436341,0.056019954,0.061271348
0.445673778,0.054680679,0.035874047,0.010286519,1.293106582,0.060579482,0.019050937,0.037855571,0.086067485,6.184802866,0.050316026,0.495696431,0.057701097,0.097896425,0.023376405,1157.463175,245.2813796,0.207744652,2.513182001,0.05630446,0.266300929
0.09725434,0.076170282,0.042683525,1.166027561,0.00993935,0.062373694,0.228423651,0.065838896,0.082139614,3.903107636,0.066868777,0.299864952,0.038304898,0.00078267,0.045421934,1346.283408,94.75565182,0.718153568,15.47216651,0.04574324,0.224994459
0.726890364,0.001742109,0.059424681,0.097751094,0.229287556,0.080204924,0.151263462,0.107112661,0.096622522,0.388978487,0.070733307,0.011637794,0.012770645,0.065335188,0.091673621,264.5536111,217.4323514,1.405144577,12.12369107,0.171322729,0.436652486
0.100028743,0.027469907,0.089474028,0.052751772,1.162574491,0.027474294,0.026627062,0.040194411,0.08121345,1.601474427,0.057752852,0.405904754,0.01882642,0.000741702,0.090997975,1277.950309,572.7856236,1.420789388,17.12532047,0.341015547,0.402055986
0.880900344,0.090248929,0.048449837,0.054284318,0.025989932,0.05632395,0.043000924,0.08017278,0.307724645,3.828904836,0.055859858,0.241974183,0.012482926,0.04239904,0.04932742,1536.645013,55.44139655,0.116028339,10.95748189,0.111149089,0.118792883
0.021378317,0.034862505,0.007316796,0.336644347,0.00881884,0.060973091,0.110316129,0.043365109,0.241313559,4.397434289,0.039876807,0.055122007,0.057310758,0.058051808,0.046878119,2075.80187,432.4056575,1.375113104,4.764159097,0.058175643,0.410237976
1.072999977,0.024896161,0.07168626,0.082127046,0.076201087,0.005784744,0.284774733,0.045431015,0.347103471,2.669176778,0.089746731,0.08873844,0.017478693,0.110758709,0.005032932,1492.225281,567.5387316,1.722101353,2.349031646,0.16876053,0.197014348
0.517994713,0.023032658,0.075537757,0.091292261,0.093862086,0.084949129,0.061618134,0.098391712,0.122939398,6.846231386,0.018720159,0.05624336,0.067132079,0.051091121,0.063596183,1057.244995,78.63047123,1.763032019,11.2262648,0.147439119,0.027189319
0.942462874,0.078377729,0.049028468,0.064497683,0.041346475,0.087172241,0.056683053,0.01995024,0.159854781,0.84699425,0.065714473,0.358418632,0.086156124,0.000318979,0.005396901,1523.921921,192.0314286,0.616397184,14.37914872,0.119795379,0.110857183
0.628474848,0.095697693,0.058487362,0.08516598,0.345678849,0.06785642,0.070503493,0.016520738,0.398781703,3.622975593,0.023693355,0.140082103,0.096200191,0.020985341,0.006651435,778.893241,227.4611035,1.867613321,4.625426062,0.049640273,0.158236923
1.383874994,0.030396803,0.06060048,0.090195322,0.017194323,0.054592239,0.187363265,0.043202561,0.19305252,4.930288183,0.014311765,0.010541285,0.087606859,0.004909954,0.082688281,326.921263,667.0344806,1.362897966,14.0092492,0.127557476,0.046333094
0.29159981,0.099554238,0.026204605,0.00416328,1.338433205,0.093788368,0.073011532,0.044596465,0.088334755,2.827095389,0.076393115,0.280681802,0.090266263,0.053121834,0.092740453,399.4239427,283.4339613,1.258872013,9.473616928,0.300115942,0.083854461
0.270045309,0.020192056,0.040516676,0.097820835,0.082679675,0.044189868,0.100712853,0.058809085,0.409915731,1.540890797,0.032605704,0.093089839,0.004984753,0.038248317,0.039958138,1489.545526,638.2392127,0.08156,2.882218209,0.111416271,0.095797981
0.104798748,0.023505595,0.087584804,0.643285416,0.314284566,0.006630507,0.016755687,0.043652445,0.123019517,5.284487364,0.043605747,0.343095396,0.083770739,0.05195456,0.081979127,1564.030074,195.5855238,1.593818009,2.839666052,0.140199054,0.087891117
0.06592287,0.029914238,0.035267159,0.014359498,1.308179201,0.020632867,0.056928789,0.096617892,0.098727147,1.622606976,0.08403886,0.417667031,0.002300224,0.056761558,0.007600342,1463.435653,85.42238475,1.32597751,0.683407927,0.767885635,0.873828518
0.386265149,0.020412798,0.00537736,0.887241028,0.023471286,0.010160815,0.003545933,0.014182846,0.180046704,1.090070302,0.04832425,0.276122301,0.018651749,0.063724596,0.045266117,812.4516477,319.5043693,0.228342333,0.725777601,0.05758083,0.164176894
0.105116365,0.086253236,0.074089446,0.036674091,0.023101388,0.056413134,0.820024333,0.022770524,0.303050943,4.524462728,0.033587541,0.058206271,0.090410518,0.023790656,0.033712393,236.282912,92.92566398,1.089075945,3.770572904,0.089211687,0.075237759
0.084738341,0.038063182,0.070232778,0.052512048,0.057440847,0.044127288,0.116936475,0.039172604,0.384508842,4.271609407,0.042347842,0.051457856,0.078792211,0.01666217,0.084119317,364.773121,426.0866846,0.293099102,14.81565897,0.333072004,0.076795651
0.473096765,0.017172608,0.001147305,0.07641447,0.524697784,0.043710994,0.055066229,0.101334452,0.101599423,0.623473206,0.043343388,0.062979498,0.075842189,0.007290372,0.076017259,55.28487308,99.64725283,1.866242407,13.6957115,0.23850581,0.297103675
0.035532948,0.033822161,0.001677731,0.103952469,0.034133921,0.059031157,0.305832071,0.052315972,0.2064205,0.500562401,0.097578868,0.031758876,0.067018184,0.044368549,0.05267777,831.4858614,204.6241947,0.643226022,5.10270617,0.462844312,1.662279186
0.242468915,0.004919667,0.012439949,0.023688,0.398959666,0.088573103,0.000644057,0.108003837,0.053181244,1.797694123,0.000396163,0.160390823,0.044396764,0.00553955,0.046854014,1023.791488,204.1801142,1.900914196,1.988747888,0.195538494,0.362308117
0.096247543,0.017005944,0.002149923,0.001066565,0.390586648,0.054728554,0.038701131,0.034709871,0.079610647,3.747560497,0.093792619,0.16596956,0.01035055,0.071466526,0.064600977,1524.755652,223.6333288,1.622538085,2.200128759,0.432475675,0.533519488
0.054354665,0.041670583,0.834530179,0.016534309,0.024521329,0.045434416,0.041332308,0.030754198,0.321852821,2.397925713,0.010830264,0.070687402,0.002765982,0.051605498,0.076714109,413.4694548,141.2039514,0.751012681,1.889564454,0.224530333,0.786158444
0.284901634,0.058534958,0.038214215,0.757089512,0.286990045,0.034275755,0.030329362,0.083303024,0.107408052,3.836465619,0.035477974,0.29423079,0.016317241,0.098129843,0.056378527,868.2687167,645.3545151,0.362951695,12.44968931,0.116317906,0.157743053
0.335263668,0.023454475,0.074058355,0.023357711,0.363457906,0.064077703,0.855509931,0.042398497,0.051180115,6.354618889,0.007003889,0.073884937,0.015450916,0.042459895,0.079337905,1942.125602,101.7458054,0.32255296,7.578118305,0.103301956,0.756708955
0.358475161,0.050533894,0.019772433,0.093061292,0.636453771,0.040385764,0.03006679,0.011814756,0.150794207,6.401018433,0.030253352,0.160199339,0.05440093,0.074731746,0.02834858,1036.716318,284.726302,1.286900568,14.5463647,0.129298983,0.232925073
0.635256683,0.084303648,0.004424921,0.089214815,0.013633425,0.054710239,0.743257488,0.017462613,0.408920524,3.010945441,0.086259756,0.096406056,0.07788127,0.079085525,0.099101869,1316.515868,230.4533649,0.548142285,3.803140733,0.094810189,0.098525745
0.959554075,0.051929424,0.073767928,0.070220524,0.02681552,0.04153614,0.048301045,0.089904386,0.725180242,1.295331614,0.061717189,0.140786083,0.038607707,0.084260201,0.065889743,1253.250752,205.7949618,0.691630525,10.2282449,0.143981266,0.26951338
0.252189997,0.081666492,0.007204131,0.066954344,0.846306593,0.024448428,0.002266538,0.094668502,0.06377666,0.727596022,0.061755214,0.424041665,0.07454574,0.02535163,0.074790766,1345.650699,173.0814288,0.040644319,4.667736155,0.239858243,0.254051357
0.720222208,0.009708812,0.081606672,0.037814323,0.002058065,0.016812918,0.193823078,0.087424367,0.141122513,5.436010959,0.031246452,0.04251548,0.016261988,0.015926447,0.057479416,1103.192034,594.0972452,1.235512872,9.100835139,0.362296698,0.230988792
0.092731969,0.039315554,0.008974368,0.058018862,0.094634557,0.059656029,0.445864662,0.043603974,0.270876383,3.730780245,0.007710377,0.079933419,0.059157349,0.011343725,0.003120501,63.34242124,159.0922605,0.238963062,7.313173498,0.139090491,0.157933323
0.373772803,0.057282532,0.042868802,0.048454594,0.025063282,0.034237154,0.08962965,0.034002608,0.321108989,4.560097052,0.008279071,0.061111407,0.071838911,0.08965787,0.084396185,1609.749288,7.136369176,0.583559662,15.52609856,0.602608165,0.146779577
0.420522231,0.097653913,0.078749206,0.005148121,0.077146792,0.021940043,0.052405006,0.087458578,0.314240535,1.633717234,0.023087446,0.279124719,0.062269087,0.016962479,0.027227548,1268.92512,581.8212817,1.104573078,11.70806896,0.145036315,0.055898897
0.290601706,0.022851992,0.009356029,0.587741829,0.351205905,0.009267842,0.060995303,0.039382116,0.160416792,1.433978613,0.095658916,0.219725489,0.023996405,0.073857715,0.095984137,65.27027005,576.9245772,0.950471983,3.431033423,0.113002709,0.109495006
0.016911248,0.067894059,0.027937147,0.019746748,0.932156376,0.072887981,0.088900564,0.053747768,0.107106271,5.215110769,0.056282566,0.031436875,0.116689561,0.035888184,0.010603951,620.9852802,13.76599048,0.884413273,3.096325207,0.104640327,0.483297185
0.163754287,0.01158488,0.067486761,0.013278727,1.519983511,0.049137131,0.024253319,0.056888136,0.113869976,5.87185013,0.035685081,0.358784848,0.096565299,0.071077852,0.076630265,1543.217507,46.60201665,1.03195666,7.229892982,0.148879597,0.033248371
0.382017557,0.097371877,0.079677287,0.048931268,1.286678754,0.009781042,0.054123184,0.052172613,0.172753892,1.056900572,0.05195958,0.073850129,0.070832388,0.095753165,0.008745486,2041.019141,524.2093952,0.590691671,5.896387055,0.114932357,0.188445566
0.600126777,0.03019156,0.025588154,0.035284259,0.269321897,0.005205764,0.007120194,0.09511393,0.104753611,3.789899967,0.090673863,0.106404998,0.010473046,0.090234294,0.029066863,84.45889907,61.75789178,1.420861436,14.05662134,0.125365559,0.136094243
0.113342498,0.081380199,0.015474582,0.11200438,0.462641122,0.067132901,0.117831646,0.093087241,0.245766882,2.363583486,0.088682049,0.095265942,0.020194612,0.087789589,0.052799712,293.0905742,580.5894166,1.078605432,4.223371923,0.284675425,0.084788898
0.450543813,0.008376126,0.070697124,0.098809376,0.125860751,0.007050998,0.053670687,0.084969228,0.111686854,6.056160302,0.087315395,0.419219455,0.057371006,0.005777356,0.018301855,1099.136697,203.5837425,0.112626898,7.571583916,0.131182557,0.258360614
